Code,Description
W129,Maintenance Transaction cannot be processed as it is outside of allocated time period
E130,Policy level cancel/terminations shall not contain health coverage information
W130,Policy level cancel/terminations shall not contain health coverage information
E131,Dependent/Member not included in current coverage
W131,Dependent/Member not included in current coverage
E132,The data in the transaction does not match the exchange/marketplace type
W132,The data in the transaction does not match the exchange/marketplace type
E133,Policy Cancelled - cannot be processed
W133,Policy Cancelled - cannot be processed
E134,Policy Non-Effectuated - cannot be processed
W134,Policy Non-Effectuated - cannot be processed
E135,Policy ID
W135,Policy ID
E136,Subscriber ID
W136,Subscriber ID
E137,Member ID
W137,Member ID
E138,No Longer Eligible (NLE)
W138,No Longer Eligible (NLE)
E139,Exchange Assigned
W139,Exchange Assigned
E140,Issuer Assigned
W140,Issuer Assigned
E141,Issuer Prior Assigned
W141,Issuer Prior Assigned
E142,Action results already match current information on file
W142,Action results already match current information on file
E143,Action results do not match current information on file
W143,Action results do not match current information on file
E144,Cancellation Transaction
W144,Cancellation Transaction
E145,Initial Enrollment Transaction
W145,Initial Enrollment Transaction
E146,Maintenance Transaction
W146,Maintenance Transaction
E147,Reinstatement Transaction
W147,Reinstatement Transaction
E148,Termination Transaction
W148,Termination Transaction
E149,Email Address
W149,Email Address
E150,Mailing Address
W150,Mailing Address
E151,Telephone Number
W151,Telephone Number
E152,Consumer executed voluntary withdrawal of coverage
W152,Consumer executed voluntary withdrawal of coverage
E153,Unable to be processed causing a gap or overlap in coverage dates
W153,Unable to be processed causing a gap or overlap in coverage dates
E154,Invoke the Enrollment Resolution and Reconciliation (ER&R) manual process
W154,Invoke the Enrollment Resolution and Reconciliation (ER&R) manual process
E155,Marketplace Coverage in Effect
W155,Marketplace Coverage in Effect
E156,Reinstatement transaction cannot be processed as it is outside of the allocated time period
W156,Reinstatement transaction cannot be processed as it is outside of the allocated time period
E157,Coverage
W157,Coverage
E158,Coverage End Date
W158,Coverage End Date
E159,Dependent/Member shall not be included in Policy Level
W159,Dependent/Member shall not be included in Policy Level
E160,One day coverage
W160,One day coverage
E161,Invalid
W161,Invalid
E162,Eligibility Begin Date
W162,Eligibility Begin Date
E163,Associated submission not found
W163,Associated submission not found
E164,Exceeds Receiver Allowed Occurrences
W164,Exceeds Receiver Allowed Occurrences
E165,HL7 US Realm Header Legal Authenticator data is missing
W165,HL7 US Realm Header Legal Authenticator data is missing
E166,HL7 US Realm Header Author data is missing
W166,HL7 US Realm Header Author data is missing
E167,HL7 US Realm Header SetID data is missing
W167,HL7 US Realm Header SetID data is missing
E168,HL7 US Realm Header VersionNumber data is missing
W168,HL7 US Realm Header VersionNumber data is missing
E169,HL7 C-CDA Structured document sections name data is missing
W169,HL7 C-CDA Structured document sections name data is missing
E170,HL7 C-CDA Structured document sections title data is missing
W170,HL7 C-CDA Structured document sections title data is missing
E171,HL7 C-CDA Structured document narrative block (text) data is missing
W171,HL7 C-CDA Structured document narrative block (text) data is missing
E172,HL7 C-CDA Unstructured document LOINC Code is missing
W172,HL7 C-CDA Unstructured document LOINC Code is missing
E173,HL7 C-CDA Unstructured document contained a reference to a URL or URI
W173,HL7 C-CDA Unstructured document contained a reference to a URL or URI
E174,HL7 C-CDA Unstructured document @mediaType (MIME type) is missing
W174,HL7 C-CDA Unstructured document @mediaType (MIME type) is missing
E175,HL7 C-CDA Unstructured document included more than 1 @mediaType (MIME type)
W175,HL7 C-CDA Unstructured document included more than 1 @mediaType (MIME type)
E176,HL7 C-CDA Unstructured document Base64 encoding does not meet the RFC 4648 requirements
W176,HL7 C-CDA Unstructured document Base64 encoding does not meet the RFC 4648 requirements
E177,HL7 C-CDA Unstructured document compression does not meet the RFC 1951 requirements
W177,HL7 C-CDA Unstructured document compression does not meet the RFC 1951 requirements
E178,HL7 C-CDA LOINC code does not match the LOINC code in the request
W178,HL7 C-CDA LOINC code does not match the LOINC code in the request
E179,HL7 Attachment Control Number is missing
W179,HL7 Attachment Control Number is missing
E180,Missing Billing provider affiliation for the Rendering provider(s).
W180,Missing Billing provider affiliation for the Rendering provider(s).
E181,Invalid affiliation between Rendering and Billing providers.
W181,Invalid affiliation between Rendering and Billing providers.
E182,System Delay-No Additional Action Required
W182,System Delay-No Additional Action Required
E183,System Delay-Resubmission Required
W183,System Delay-Resubmission Required
E184,Fully Subsidized Policy - Policy's total premium is provided for by the Federally Facilitated Marketplace (FFM) or State Based Marketplace (SBM)
W184,Fully Subsidized Policy - Policy's total premium is provided for by the Federally Facilitated Marketplace (FFM) or State Based Marketplace (SBM)
